student_id,study_hours_per_week,attendance_rate,previous_grades,participation_in_extracurricular_activities,parent_education_level,passed,performance
S14104,7.9,83.7,73.6,Yes,High School,No,Medium
S14105,6.3,64.5,44.3,Yes,Bachelor,Yes,Low
S14106,21.4,94.8,68.1,Yes,Bachelor,No,Medium
S14107,19.1,73.4,57.7,No,Doctorate,No,Low
S14108,12.3,73.4,82.7,No,Bachelor,No,High
S14109,15.7,77.3,47.7,Yes,High School,Yes,Low
S14110,-1.1,72.0,76.9,No,High School,No,Medium
S14111,6.1,80.5,35.6,Yes,Master,Yes,Low
S14112,7.7,116.4,65.2,No,Bachelor,Yes,Low
S14113,8.8,85.8,76.6,Yes,High School,Yes,Medium
S14114,7.6,83.5,51.5,Yes,Doctorate,No,Low
S14115,-2.8,75.3,78.0,Yes,High School,Yes,Medium
S14116,11.9,72.8,63.1,Yes,Master,No,Medium
S14117,12.7,55.7,32.2,Yes,Master,Yes,Low
S14118,18.0,14.6,69.5,No,Doctorate,Yes,Medium
S14119,6.1,34.0,52.9,Yes,Master,No,Low
S14120,5.6,90.0,79.0,Yes,Associate,Yes,Medium
S14121,-3.4,82.4,84.7,No,Bachelor,Yes,High
S14122,8.5,72.0,58.8,No,Doctorate,Yes,Low
S14123,14.5,122.2,48.7,Yes,Bachelor,Yes,Low
S14124,6.9,75.3,64.6,No,Doctorate,Yes,Medium
S14125,20.7,27.8,76.0,No,Master,No,Medium
S14126,8.7,90.0,55.9,Yes,Associate,Yes,Low
S14127,10.7,98.2,71.9,Yes,Associate,Yes,Medium
S14128,3.2,89.4,78.4,No,High School,Yes,Medium
S14129,11.4,98.5,81.9,Yes,High School,Yes,High
S14130,0.1,39.8,70.7,Yes,Bachelor,Yes,Medium
S14131,13.5,76.9,39.1,Yes,High School,Yes,Low
S14132,13.6,58.4,60.6,No,Doctorate,No,Medium
S14133,16.8,85.5,65.2,Yes,Bachelor,Yes,Low
S14134,4.9,105.4,66.3,Yes,Doctorate,No,Medium
S14135,10.0,67.6,26.4,No,Master,Yes,Low
S14136,12.8,88.0,53.0,No,High School,Yes,Low
S14137,10.0,57.5,62.3,Yes,Doctorate,No,Medium
S14138,5.7,74.6,71.6,No,Associate,No,Medium
S14139,-2.0,64.7,98.9,Yes,Master,No,High
S14140,11.7,111.0,74.9,Yes,High School,Yes,Medium
S14141,9.2,53.4,50.0,Yes,Master,Yes,Low
S14142,7.2,76.8,52.5,No,Bachelor,Yes,Low
S14143,13.8,102.4,54.8,Yes,Bachelor,Yes,Low
S14144,9.8,36.1,59.1,No,Doctorate,Yes,Low
S14145,3.4,83.6,68.4,No,High School,Yes,Medium
S14146,0.3,77.2,50.8,Yes,Doctorate,No,Low
S14147,4.4,61.4,65.2,No,Master,Yes,Low
S14148,22.0,99.3,62.0,Yes,Master,Yes,Medium
S14149,13.6,109.3,70.1,No,Bachelor,No,Medium
S14150,10.9,88.2,58.9,Yes,Associate,Yes,Low
S14151,9.1,69.1,53.5,Yes,Doctorate,No,Low
S14152,10.0,46.1,54.4,No,Master,Yes,Low
S14153,15.8,78.6,70.9,No,Doctorate,No,Medium
S14154,7.5,71.9,54.1,No,Doctorate,No,Low
S14155,10.0,73.1,75.5,No,Associate,No,Medium
S14156,8.3,65.1,70.5,No,Master,Yes,Medium
S14157,19.7,63.3,48.7,Yes,Bachelor,No,Low
S14158,10.0,75.6,83.6,No,Doctorate,No,High
S14159,16.2,50.4,65.2,Yes,Associate,No,Low
S14160,7.1,95.7,55.0,No,Bachelor,No,Low
S14161,15.3,59.7,92.4,No,Master,No,High
S14162,8.4,77.2,64.8,No,Master,Yes,Medium
S14163,10.6,68.5,70.4,No,Bachelor,Yes,Medium
S14164,18.2,88.0,65.2,No,Doctorate,No,Medium
S14165,10.0,86.9,86.6,No,Bachelor,No,High
S14166,11.0,85.1,91.7,Yes,Bachelor,No,High
S14167,12.2,75.3,68.9,No,Doctorate,No,Medium
S14168,12.6,71.2,66.1,No,High School,No,Medium
S14169,7.7,107.0,79.0,No,Doctorate,Yes,Medium
S14170,20.4,68.2,57.8,No,High School,No,Low
S14171,3.5,96.0,68.7,No,Bachelor,Yes,Medium
S14172,17.3,74.8,55.2,Yes,High School,Yes,Low
S14173,16.1,68.8,93.4,Yes,Bachelor,Yes,High
S14174,19.5,78.7,81.3,No,Associate,Yes,High
S14175,2.1,58.4,91.7,No,Associate,Yes,High
S14176,5.7,93.0,57.6,Yes,Associate,Yes,Low
S14177,17.5,57.9,78.6,Yes,Associate,Yes,Medium
S14178,0.6,86.1,71.4,No,Master,Yes,Medium
S14179,2.0,96.6,69.6,Yes,Doctorate,No,Medium
S14180,7.6,83.5,89.8,No,Bachelor,No,High
S14181,11.0,75.3,51.3,Yes,Associate,Yes,Low
S14182,18.0,78.7,55.9,Yes,Doctorate,Yes,Low
S14183,10.0,60.3,57.0,No,Doctorate,Yes,Low
S14184,7.0,70.8,43.3,Yes,Associate,Yes,Low
S14185,11.6,64.5,35.1,No,High School,Yes,Low
S14186,12.3,59.8,62.5,No,Associate,Yes,Medium
S14187,12.2,75.3,76.2,Yes,High School,Yes,Medium
S14188,9.1,94.7,61.7,Yes,Master,No,Medium
S14189,0.2,96.1,52.7,Yes,Associate,Yes,Low
S14190,5.4,79.8,83.2,No,Master,Yes,High
S14191,17.1,104.4,48.0,No,Bachelor,No,Low
S14192,10.9,61.5,37.3,No,High School,No,Low
S14193,10.0,100.7,42.1,Yes,High School,No,Low
S14194,15.6,93.2,88.5,No,Doctorate,No,High
S14195,10.0,75.8,62.0,No,High School,No,Medium
S14196,8.9,75.3,84.1,No,Bachelor,Yes,High
S14197,10.7,95.7,83.3,Yes,Associate,Yes,High
S14198,7.8,88.2,36.0,No,High School,No,Low
S14199,10.5,80.2,65.2,Yes,High School,Yes,Low
S14200,9.1,66.0,76.6,No,Associate,Yes,Medium
S14201,3.0,56.5,48.9,No,Associate,No,Low
S14202,10.9,77.2,65.2,Yes,Master,No,Low
S14203,3.4,75.3,72.5,No,Master,No,Medium
S14204,10.8,89.6,47.1,Yes,Doctorate,Yes,Low
S14205,16.9,39.5,69.3,Yes,Master,Yes,Medium
S14206,8.6,81.1,76.3,No,Bachelor,Yes,Medium
S14207,4.1,69.5,78.3,No,Doctorate,Yes,Medium
S14208,9.4,66.2,77.1,Yes,Associate,No,Medium
S14209,5.8,69.5,84.2,Yes,Bachelor,No,High
S14210,13.0,17.4,49.9,No,Bachelor,No,Low
S14211,9.3,66.2,90.3,No,Associate,No,High
S14212,18.5,75.3,57.3,No,Associate,No,Low
S14213,15.8,57.9,48.8,Yes,Master,No,Low
S14214,9.2,137.4,81.1,Yes,Master,Yes,High
S14215,13.6,47.2,74.3,No,Master,Yes,Medium
S14216,8.0,82.9,39.4,No,Doctorate,Yes,Low
S14217,10.2,59.1,78.1,No,Doctorate,No,Medium
S14218,8.2,56.8,69.3,Yes,Associate,Yes,Medium
S14219,13.8,48.1,65.5,No,Doctorate,No,Medium
S14220,17.2,97.6,57.9,No,Associate,No,Low
S14221,14.0,99.1,65.2,No,High School,No,Low
S14222,14.6,62.6,88.7,Yes,High School,No,High
S14223,14.6,93.2,74.7,Yes,High School,Yes,Medium
S14224,12.8,54.3,46.3,Yes,Doctorate,Yes,Low
S14225,4.3,75.3,65.2,Yes,Bachelor,No,Low
S14226,18.5,88.6,52.6,Yes,Associate,No,Low
S14227,19.0,55.0,79.4,No,Associate,No,Medium
S14228,10.0,60.2,60.1,Yes,High School,No,Medium
S14229,8.1,75.5,74.3,Yes,Bachelor,No,Medium
S14230,13.1,75.7,56.1,No,Master,No,Low
S14231,12.8,53.4,86.0,No,Master,Yes,High
S14232,9.0,119.7,47.7,No,Bachelor,Yes,Low
S14233,3.7,75.3,61.7,No,Associate,No,Medium
S14234,11.5,94.1,61.4,Yes,Master,Yes,Medium
S14235,12.8,86.9,75.3,Yes,High School,Yes,Medium
S14236,13.6,58.9,65.2,No,Doctorate,No,Low
S14237,11.7,84.3,87.2,No,Bachelor,Yes,High
S14238,8.6,58.2,84.5,No,High School,Yes,High
S14239,15.0,76.4,54.5,No,Bachelor,Yes,Low
S14240,10.3,91.5,65.7,No,High School,No,Medium
S14241,7.7,63.8,64.9,No,Bachelor,No,Medium
S14242,9.1,83.2,56.9,No,High School,No,Low
S14243,1.3,63.5,41.9,No,Master,No,Low
S14244,9.1,78.5,64.7,Yes,Bachelor,No,Medium
S14245,10.0,77.1,78.1,Yes,Bachelor,No,Medium
S14246,11.7,67.7,67.9,Yes,Associate,Yes,Medium
S14247,17.6,38.4,70.1,No,Bachelor,No,Medium
S14248,8.7,90.6,86.5,No,Bachelor,No,High
S14249,12.4,114.8,51.9,No,Doctorate,Yes,Low
S14250,14.0,77.8,53.1,No,Master,No,Low
S14251,21.7,62.7,58.6,No,Bachelor,Yes,Low
S14252,10.7,79.2,81.2,Yes,High School,Yes,High
S14253,4.8,97.9,78.4,No,Bachelor,No,Medium
S14254,14.2,100.6,69.0,Yes,Master,Yes,Medium
S14255,19.3,93.2,86.4,Yes,Bachelor,No,High
S14256,8.4,83.9,51.1,Yes,Master,Yes,Low
S14257,14.2,88.5,58.7,Yes,High School,No,Low
S14258,16.1,77.4,70.4,No,Associate,Yes,Medium
S14259,15.1,55.9,61.9,No,High School,Yes,Medium
S14260,10.0,67.4,77.7,Yes,Master,No,Medium
S14261,10.0,68.5,90.9,Yes,Bachelor,No,High
S14262,9.6,80.9,63.6,Yes,Doctorate,No,Medium
S14263,12.3,39.7,71.1,Yes,Associate,No,Medium
S14264,14.5,85.2,78.9,Yes,Associate,Yes,Medium
S14265,11.7,34.7,76.5,No,Associate,Yes,Medium
S14266,8.1,83.2,91.6,No,Associate,No,High
S14267,12.8,98.4,71.3,Yes,Bachelor,No,Medium
S14268,14.3,92.9,65.8,No,Associate,Yes,Medium
S14269,11.9,57.1,50.4,No,Associate,No,Low
S14270,5.8,87.5,70.3,Yes,High School,No,Medium
S14271,9.1,89.1,51.2,Yes,Master,Yes,Low
S14272,14.7,109.1,50.6,Yes,High School,Yes,Low
S14273,3.1,82.3,71.2,No,Associate,No,Medium
S14274,-0.5,95.5,60.0,No,Doctorate,No,Medium
S14275,17.5,66.3,28.7,Yes,Bachelor,Yes,Low
S14276,12.6,58.0,99.8,No,Doctorate,Yes,High
S14277,10.0,92.3,43.2,No,Associate,No,Low
S14278,4.6,92.6,61.2,No,Bachelor,Yes,Medium
S14279,13.7,62.3,47.2,No,Master,No,Low
S14280,11.4,50.8,61.2,Yes,Doctorate,No,Medium
S14281,2.1,77.5,58.4,No,Bachelor,No,Low
S14282,17.1,75.9,54.9,Yes,Associate,Yes,Low
S14283,10.8,79.7,63.6,Yes,Master,No,Medium
S14284,8.0,92.7,49.1,No,Doctorate,Yes,Low
S14285,8.1,95.6,73.1,No,Master,Yes,Medium
S14286,-0.1,75.2,71.5,Yes,Doctorate,Yes,Medium
S14287,13.0,55.1,66.0,Yes,Doctorate,No,Medium
S14288,11.3,60.5,73.1,Yes,Master,No,Medium
S14289,9.0,63.1,80.5,Yes,Bachelor,Yes,High
S14290,16.4,72.6,43.9,No,High School,No,Low
S14291,3.1,64.7,89.1,No,Bachelor,No,High
S14292,7.0,70.1,90.1,No,Associate,No,High
S14293,5.7,76.5,77.9,Yes,Doctorate,No,Medium
S14294,8.6,62.1,60.1,Yes,Doctorate,Yes,Medium
S14295,10.3,81.4,96.9,No,Master,No,High
S14296,12.2,111.6,65.2,No,High School,Yes,Low
S14297,8.3,71.7,42.6,No,Master,No,Low
S14298,5.6,61.4,59.4,Yes,Bachelor,Yes,Low
S14299,18.4,81.1,74.1,No,Bachelor,No,Medium
S14300,22.1,59.1,46.0,No,Bachelor,Yes,Low
S14301,10.7,72.1,81.5,No,Bachelor,No,High
S14302,6.2,61.4,62.1,Yes,High School,Yes,Medium
S14303,17.4,53.6,50.2,Yes,Doctorate,No,Low
S14304,2.8,57.4,65.2,Yes,Master,Yes,Low
S14305,8.3,61.8,56.7,No,Associate,Yes,Low
S14306,6.5,54.2,39.2,Yes,Doctorate,Yes,Low
S14307,10.0,100.6,64.4,Yes,Associate,Yes,Medium
S14308,8.6,83.6,58.7,No,Master,No,Low
S14309,5.7,93.8,66.7,No,Bachelor,No,Medium
S14310,10.1,47.8,48.8,Yes,Master,No,Low
S14311,10.1,69.1,67.4,No,Bachelor,No,Medium
S14312,6.9,83.4,101.2,No,Master,No,High
S14313,8.1,108.1,46.3,No,Master,Yes,Low
S14314,8.8,59.9,66.0,Yes,Master,Yes,Medium
S14315,14.0,49.3,69.8,No,High School,Yes,Medium
S14316,9.3,78.8,66.0,No,High School,Yes,Medium
S14317,14.1,61.5,64.6,No,Doctorate,No,Medium
S14318,12.9,109.1,66.2,Yes,Bachelor,No,Medium
S14319,12.9,85.8,58.6,No,Associate,No,Low
S14320,16.9,69.3,90.2,Yes,Bachelor,Yes,High
S14321,4.4,75.3,71.2,No,High School,Yes,Medium
S14322,7.6,72.5,55.7,No,Bachelor,No,Low
S14323,18.8,38.5,83.2,No,Bachelor,No,High
S14324,8.7,75.8,54.1,Yes,Bachelor,Yes,Low
S14325,-4.1,65.3,48.0,No,Doctorate,No,Low
S14326,9.0,87.7,58.7,Yes,High School,Yes,Low
S14327,10.7,57.0,86.5,Yes,High School,No,High
S14328,-3.1,88.7,48.2,No,Associate,Yes,Low
S14329,16.7,85.9,60.7,No,Master,Yes,Medium
S14330,6.4,78.2,56.2,No,Master,Yes,Low
S14331,11.6,100.1,77.8,Yes,High School,Yes,Medium
S14332,8.9,37.3,48.9,Yes,Doctorate,Yes,Low
S14333,3.6,83.9,74.5,Yes,Doctorate,Yes,Medium
S14334,4.6,75.3,45.0,No,High School,Yes,Low
S14335,5.3,73.5,81.4,No,Bachelor,Yes,High
S14336,15.4,55.4,73.4,Yes,Master,Yes,Medium
S14337,9.3,46.6,76.0,No,Bachelor,Yes,Medium
S14338,10.0,92.8,67.7,No,High School,Yes,Medium
S14339,5.3,90.8,49.0,Yes,Master,Yes,Low
S14340,16.0,111.0,76.9,Yes,Doctorate,Yes,Medium
S14341,10.0,114.3,73.8,No,Master,Yes,Medium
S14342,15.9,44.0,53.6,Yes,High School,Yes,Low
S14343,12.5,71.9,46.4,No,Associate,Yes,Low
S14344,11.4,75.3,66.0,Yes,Master,Yes,Medium
S14345,3.9,94.2,67.2,No,Associate,No,Medium
S14346,8.8,103.5,76.0,No,Bachelor,No,Medium
S14347,6.6,54.4,55.6,Yes,Bachelor,Yes,Low
S14348,0.9,64.2,70.8,No,Associate,No,Medium
S14349,15.3,102.4,79.7,No,Doctorate,Yes,Medium
S14350,6.5,41.5,33.8,Yes,Bachelor,Yes,Low
S14351,16.0,53.5,30.1,No,High School,Yes,Low
S14352,14.4,83.8,67.7,No,Bachelor,No,Medium
S14353,12.8,75.3,69.3,No,Bachelor,No,Medium
S14354,13.1,41.5,55.6,No,Associate,No,Low
S14355,6.9,76.2,42.8,No,Associate,Yes,Low
S14356,19.3,86.1,92.3,No,High School,Yes,High
S14357,10.2,104.4,200.0,No,Bachelor,Yes,High
S14358,11.5,83.9,66.7,Yes,Bachelor,Yes,Medium
S14359,10.0,38.2,57.5,Yes,Master,No,Low
S14360,5.3,49.3,62.7,No,Master,Yes,Medium
S14361,12.4,102.4,60.9,Yes,High School,No,Medium
S14362,11.1,83.8,85.6,Yes,Bachelor,Yes,High
S14363,6.1,52.5,102.2,No,Bachelor,Yes,High
S14364,2.8,84.9,53.2,No,Master,No,Low
S14365,3.7,81.1,81.4,No,High School,No,High
S14366,16.0,75.3,89.2,No,Bachelor,No,High
S14367,6.9,33.0,52.6,No,High School,Yes,Low
S14368,8.3,75.3,56.6,No,High School,No,Low
S14369,17.3,115.7,47.1,Yes,Doctorate,Yes,Low
S14370,4.4,80.3,56.1,No,Master,Yes,Low
S14371,6.4,26.0,52.0,No,High School,No,Low
S14372,6.2,42.8,61.7,Yes,Associate,No,Medium
S14373,18.1,87.5,45.9,No,Bachelor,No,Low
S14374,20.0,89.7,74.0,No,Doctorate,No,Medium
S14375,13.8,71.1,77.6,Yes,Bachelor,No,Medium
S14376,13.9,65.3,58.5,Yes,High School,Yes,Low
S14377,7.1,90.9,48.9,Yes,Bachelor,No,Low
S14378,19.7,97.1,68.0,No,Doctorate,Yes,Medium
S14379,11.3,88.9,65.2,No,Doctorate,No,Low
S14380,14.3,55.9,54.4,No,Doctorate,No,Low
S14381,9.5,93.0,58.7,Yes,Bachelor,Yes,Low
S14382,8.7,67.9,58.0,No,Master,Yes,Low
S14383,18.3,63.0,76.9,No,Bachelor,No,Medium
S14384,12.7,62.2,68.0,No,Bachelor,Yes,Medium
S14385,17.3,75.4,37.6,Yes,Master,Yes,Low
S14386,11.3,86.4,100.8,Yes,Doctorate,Yes,High
S14387,5.8,34.6,58.5,Yes,High School,No,Low
S14388,7.1,60.4,76.3,Yes,Doctorate,Yes,Medium
S14389,10.5,65.8,65.9,Yes,Associate,No,Medium
S14390,6.9,95.7,57.5,No,Associate,No,Low
S14391,4.5,57.7,79.3,No,Bachelor,No,Medium
S14392,16.0,68.4,92.1,No,Bachelor,No,High
S14393,7.3,91.2,48.2,No,Bachelor,No,Low
S14394,10.7,75.8,53.3,No,High School,No,Low
S14395,11.5,105.7,88.2,No,Doctorate,No,High
S14396,7.1,75.3,96.0,Yes,Master,No,High
S14397,17.3,112.7,70.6,No,Associate,Yes,Medium
S14398,4.4,116.3,85.2,No,Associate,No,High
S14399,11.3,84.2,57.9,No,Doctorate,Yes,Low
S14400,11.2,83.4,40.0,No,Doctorate,No,Low
S14401,9.7,86.2,64.0,No,Bachelor,No,Medium
S14402,3.5,91.3,86.4,Yes,High School,Yes,High
S14403,14.4,77.5,54.2,Yes,Associate,No,Low
S14404,13.7,75.3,89.3,No,Associate,No,High
S14405,6.6,85.0,83.7,Yes,Doctorate,No,High
S14406,13.5,102.7,67.6,Yes,High School,Yes,Medium
S14407,11.9,45.9,108.1,No,Doctorate,No,High
S14408,3.6,79.3,62.7,No,Associate,No,Medium
S14409,5.7,95.3,45.5,Yes,Doctorate,Yes,Low
S14410,15.7,52.2,60.1,Yes,Bachelor,Yes,Medium
S14411,11.5,83.6,65.2,Yes,Bachelor,No,Low
S14412,7.2,87.2,55.0,No,Associate,No,Low
S14413,5.7,109.6,54.7,No,Associate,Yes,Low
S14414,7.4,68.2,65.2,Yes,Doctorate,No,Low
S14415,7.8,79.2,77.8,No,High School,No,Medium
S14416,5.8,63.9,69.5,Yes,Associate,No,Medium
S14417,1.3,72.2,64.4,No,Master,Yes,Medium
S14418,15.7,107.4,56.5,No,Doctorate,Yes,Low
S14419,14.9,74.4,54.3,No,Associate,Yes,Low
S14420,3.6,60.8,61.1,No,Master,No,Medium
S14421,10.7,71.3,46.2,Yes,Doctorate,Yes,Low
S14422,5.5,64.6,56.1,No,High School,Yes,Low
S14423,8.7,66.2,69.6,Yes,Bachelor,Yes,Medium
S14424,8.3,64.2,47.7,No,Bachelor,Yes,Low
S14425,7.9,65.0,34.0,No,Associate,No,Low
S14426,20.0,51.3,58.1,No,Bachelor,No,Low
S14427,7.8,76.4,47.0,Yes,High School,No,Low
S14428,6.0,55.4,57.0,No,Master,No,Low
S14429,6.2,97.8,77.7,Yes,Doctorate,Yes,Medium
S14430,10.0,68.8,77.6,No,High School,Yes,Medium
S14431,1.7,83.2,64.1,No,Doctorate,No,Medium
S14432,6.2,83.2,73.7,No,Associate,No,Medium
S14433,17.2,38.3,94.5,Yes,Associate,No,High
S14434,11.2,69.7,61.2,No,Associate,Yes,Medium
S14435,11.0,109.4,50.5,No,Associate,Yes,Low
S14436,20.7,59.5,75.0,No,Associate,No,Medium
S14437,11.2,120.4,57.4,No,High School,No,Low
S14438,6.5,75.3,48.7,No,Master,No,Low
S14439,8.6,85.3,61.3,No,Master,Yes,Medium
S14440,4.3,79.8,65.2,Yes,High School,No,Low
S14441,16.3,95.9,70.4,No,Doctorate,Yes,Medium
S14442,12.9,97.0,44.2,No,Doctorate,Yes,Low
S14443,15.6,74.6,71.5,Yes,Doctorate,No,Medium
S14444,16.1,66.4,43.1,No,Master,No,Low
S14445,7.9,46.5,45.6,No,Doctorate,No,Low
S14446,5.3,91.3,85.1,No,Master,Yes,High
S14447,9.7,76.3,39.2,Yes,Doctorate,Yes,Low
S14448,5.6,58.1,28.9,No,Master,Yes,Low
S14449,10.8,63.4,71.6,No,Doctorate,No,Medium
S14450,15.7,73.6,56.0,Yes,Bachelor,Yes,Low
S14451,9.2,55.4,59.1,No,Bachelor,Yes,Low
S14452,10.7,76.0,87.3,No,Doctorate,No,High
S14453,9.5,42.6,81.0,Yes,High School,Yes,High
S14454,14.0,64.4,79.0,Yes,Master,No,Medium
S14455,6.7,51.8,65.4,No,Bachelor,No,Medium
S14456,-1.0,79.0,72.7,Yes,Associate,No,Medium
S14457,12.4,55.4,57.7,No,Master,No,Low
S14458,14.9,63.8,55.9,Yes,Doctorate,No,Low
S14459,12.2,120.2,64.9,No,Master,Yes,Medium
S14460,6.8,92.3,65.2,No,High School,No,Low
S14461,4.3,87.0,88.3,Yes,Bachelor,No,High
S14462,12.5,101.0,81.1,Yes,Master,No,High
S14463,10.7,85.2,75.1,No,High School,No,Medium
S14464,9.4,46.9,63.3,Yes,Master,Yes,Medium
S14465,19.1,48.7,61.1,No,Bachelor,Yes,Medium
S14466,5.3,20.8,65.2,No,Associate,Yes,Low
S14467,18.9,79.0,67.7,Yes,Doctorate,Yes,Medium
S14468,10.2,53.8,48.9,No,Master,Yes,Low
S14469,0.8,63.6,59.4,No,Master,No,Low
S14470,9.1,68.6,65.4,Yes,Associate,Yes,Medium
S14471,14.8,62.8,74.6,Yes,Master,No,Medium
S14472,8.2,74.3,64.0,Yes,Master,Yes,Medium
S14473,2.6,69.3,93.9,No,High School,No,High
S14474,9.2,75.3,55.8,No,High School,Yes,Low
S14475,5.7,44.0,68.7,Yes,High School,Yes,Medium
S14476,12.5,79.8,63.2,Yes,Associate,Yes,Medium
S14477,13.9,118.5,71.2,No,Master,Yes,Medium
S14478,4.7,80.5,65.1,No,High School,No,Medium
S14479,6.5,120.4,60.4,No,Master,Yes,Medium
S14480,13.8,63.6,73.3,Yes,Bachelor,Yes,Medium
S14481,5.7,69.9,52.7,Yes,High School,Yes,Low
S14482,4.6,74.6,45.3,No,Associate,Yes,Low
S14483,4.1,71.6,79.4,No,Associate,No,Medium
S14484,11.8,98.3,65.3,No,Master,No,Medium
S14485,11.5,31.2,87.6,Yes,Bachelor,No,High
S14486,6.6,65.9,65.1,No,High School,Yes,Medium
S14487,10.0,108.3,43.2,Yes,Associate,No,Low
S14488,17.6,65.1,71.3,Yes,Bachelor,No,Medium
S14489,5.1,93.6,38.1,No,Bachelor,No,Low
S14490,0.2,87.1,40.9,No,High School,Yes,Low
S14491,12.3,73.5,65.3,No,High School,Yes,Medium
S14492,9.4,81.3,68.0,No,Doctorate,Yes,Medium
S14493,6.4,73.3,67.0,Yes,Associate,No,Medium
S14494,13.3,32.5,53.6,Yes,High School,Yes,Low
S14495,14.2,84.2,53.1,Yes,Associate,No,Low
S14496,-1.0,75.3,105.5,No,Bachelor,Yes,High
S14497,6.7,47.5,48.1,No,Master,Yes,Low
S14498,21.6,82.7,52.9,No,Master,No,Low
S14499,12.9,81.4,86.8,No,Master,Yes,High
S14500,13.4,94.6,52.9,No,Master,Yes,Low
S14501,15.9,69.8,61.1,No,Associate,Yes,Medium
S14502,10.1,92.2,65.6,No,Bachelor,Yes,Medium
S14503,14.0,75.4,59.8,No,Master,Yes,Low
S14504,13.6,81.9,82.2,Yes,Doctorate,No,High
S14505,12.7,83.6,80.2,Yes,Bachelor,Yes,High
S14506,8.4,48.4,76.7,Yes,Master,Yes,Medium
S14507,10.9,82.5,86.8,No,Bachelor,Yes,High
S14508,7.1,77.1,63.2,No,Doctorate,Yes,Medium
S14509,10.1,69.6,65.2,No,Associate,Yes,Low
S14510,4.2,77.3,72.1,Yes,High School,Yes,Medium
S14511,6.0,126.0,51.4,Yes,Master,No,Low
S14512,8.6,36.6,72.4,Yes,Doctorate,No,Medium
S14513,5.3,75.3,58.4,No,High School,Yes,Low
S14514,7.5,91.2,42.4,No,Bachelor,Yes,Low
S14515,9.2,50.1,42.4,Yes,Doctorate,No,Low
S14516,12.0,82.4,50.5,No,Bachelor,No,Low
S14517,14.7,75.3,65.2,Yes,High School,Yes,Low
S14518,7.7,43.2,24.2,Yes,Associate,No,Low
S14519,16.7,63.3,61.0,No,High School,No,Medium
S14520,10.0,110.7,73.2,Yes,Associate,Yes,Medium
S14521,12.5,43.2,62.8,Yes,High School,No,Medium
S14522,10.8,66.2,59.8,Yes,Doctorate,No,Low
S14523,11.6,71.7,52.9,No,Doctorate,No,Low
S14524,15.9,75.3,87.1,Yes,Doctorate,No,High
S14525,16.1,66.7,58.2,No,Doctorate,No,Low
S14526,16.7,76.6,46.6,Yes,Master,No,Low
S14527,10.2,74.3,57.6,Yes,Bachelor,Yes,Low
S14528,12.8,89.2,69.0,No,Associate,No,Medium
S14529,16.7,91.9,53.5,No,Associate,Yes,Low
S14530,6.9,83.8,71.2,No,High School,Yes,Medium
S14531,8.4,79.7,64.4,No,Bachelor,No,Medium
S14532,10.1,43.7,70.5,Yes,High School,Yes,Medium
S14533,10.0,77.3,86.1,Yes,Associate,No,High
S14534,14.6,97.3,38.2,No,Doctorate,Yes,Low
S14535,8.8,42.8,58.7,Yes,Master,No,Low
S14536,2.5,48.7,51.7,Yes,Bachelor,Yes,Low
S14537,11.2,104.8,54.1,Yes,Bachelor,No,Low
S14538,10.0,45.0,66.8,Yes,Doctorate,No,Medium
S14539,2.6,72.9,64.7,Yes,Doctorate,Yes,Medium
S14540,3.7,64.0,39.5,Yes,Doctorate,No,Low
S14541,11.6,103.6,47.0,No,Master,Yes,Low
S14542,16.8,81.1,81.6,Yes,Doctorate,Yes,High
S14543,10.2,90.8,44.5,Yes,Bachelor,Yes,Low
S14544,11.1,76.1,75.3,No,Bachelor,Yes,Medium
S14545,15.9,114.9,36.0,Yes,Associate,Yes,Low
S14546,2.3,60.1,40.6,No,Bachelor,No,Low
S14547,12.6,81.9,72.7,Yes,Doctorate,No,Medium
S14548,9.9,100.1,87.4,Yes,Bachelor,Yes,High
S14549,12.8,75.3,79.5,No,Doctorate,No,Medium
S14550,7.6,69.6,57.2,No,Bachelor,No,Low
S14551,5.9,34.5,53.7,Yes,High School,Yes,Low
S14552,10.7,67.3,71.4,No,Master,Yes,Medium
S14553,18.2,109.9,40.5,Yes,Bachelor,No,Low
S14554,14.3,150.0,71.6,No,Master,Yes,Medium
S14555,7.5,80.8,56.6,Yes,Doctorate,Yes,Low
S14556,3.3,68.9,89.4,Yes,Doctorate,No,High
S14557,10.0,73.6,65.2,No,Associate,No,Low
S14558,16.6,101.2,62.4,Yes,Associate,No,Medium
S14559,5.2,80.1,68.4,No,High School,Yes,Medium
S14560,8.4,115.8,59.6,Yes,Associate,No,Low
S14561,16.6,94.5,72.4,No,Bachelor,Yes,Medium
S14562,1.9,77.6,51.7,Yes,Master,Yes,Low
S14563,17.5,73.1,81.1,No,Doctorate,Yes,High
S14564,8.7,81.6,59.6,No,Bachelor,Yes,Low
S14565,4.3,50.3,65.2,No,Doctorate,No,Low
S14566,8.8,53.8,76.5,No,Master,Yes,Medium
S14567,6.4,90.1,67.3,Yes,High School,No,Medium
S14568,12.2,93.4,75.4,Yes,Master,No,Medium
S14569,6.8,48.5,58.3,No,Bachelor,Yes,Low
S14570,0.4,92.2,74.7,No,Bachelor,No,Medium
S14571,8.9,75.3,41.0,No,Master,No,Low
S14572,3.2,58.4,65.2,No,Bachelor,Yes,Low
S14573,11.0,68.7,65.2,No,Associate,No,Low
